t [s],uRight_1 [N*cm],uRight_2 [N*cm],uLeft_1 [N*cm],uLeft_2 [N*cm],x_CoM [mm],y_CoM [mm],F_dist [N] 
20.416000000000015,4.889159801610841,5.922403141314328,-40.27007120651727,8.822514016394278,0.378213346615656,219.49511074688837,3.639999999999967
20.448000000000015,4.770718155167408,5.9816260656725335,-40.115880195826,8.74540195123953,0.3690509928989131,219.49512915110842,3.629999999999967
20.480000000000015,4.6499865982737285,6.041993921748482,-39.95811764045253,8.66650380356976,0.35971149735617536,219.49514744667138,3.6199999999999672
20.512000000000015,4.536612522998936,6.098683062600127,-39.80714648312466,8.591001998007451,0.35094115844947665,219.49516420012944,3.6099999999999675
20.544000000000015,4.41349506043807,6.160244071097584,-39.65248948778014,8.513657095648577,0.34141709512746565,219.49518192497408,3.5999999999999677
20.576000000000015,4.30406522434292,6.214960955480474,-39.498517589309785,8.436654607540788,0.3329518728380421,219.49519726991966,3.589999999999968
20.608000000000015,4.180675071660847,6.276658338785802,-39.34294897754732,8.35885389346469,0.32340671488065087,219.495214110208,3.579999999999968
20.640000000000015,4.071102997670148,6.3314463719378224,-39.18811856229817,8.281422143760219,0.3149304894183563,219.49522865400257,3.5699999999999683
20.672000000000015,3.9506071807928573,6.39169644881144,-39.02890266659001,8.20179742516166,0.30560923014200125,219.495244201775,3.5599999999999685
20.704000000000015,3.8347082475118,6.449648266879292,-38.87933556670502,8.12699809022689,0.29664357444570527,219.49525871534703,3.5499999999999687
20.736000000000015,3.7184718377945423,6.507768492982975,-38.71740466484538,8.046015578091628,0.28765181240445065,219.49527283745365,3.539999999999969
20.768000000000015,3.6028520853901473,6.565580740216779,-38.56745603671421,7.971025504320388,0.2787077534523721,219.49528645298463,3.529999999999969
20.800000000000015,3.4868715567423347,6.623573041903691,-38.405075651237155,7.889818274808595,0.269735785739701,219.49529967923328,3.5199999999999694
20.832000000000015,3.3743780087764907,6.679822043152001,-38.25172638068076,7.813127528861331,0.2610335622544279,219.49531209407638,3.5099999999999696
20.864000000000015,3.252118386115018,6.740954230145513,-38.09468315912939,7.734589631311274,0.25157585931178167,219.495325125025,3.49999999999997
20.896000000000015,3.1438964340179494,6.79506728326158,-37.93863974834496,7.656551517933058,0.24320407595006255,219.49533625852786,3.48999999999997
20.928000000000015,3.0218526586154355,6.85609155536653,-37.78117078197301,7.5778007660151845,0.23376307041913558,219.4953483618215,3.4799999999999702
20.960000000000015,2.9089812922796514,6.912529393830762,-37.62258082898333,7.498302728409727,0.22503161983638426,219.49535912895578,3.4699999999999704
20.992000000000015,2.7948111281014056,6.969616689274076,-37.46522942213893,7.4196106749765995,0.21619969745510184,219.49536960293437,3.4599999999999707
21.024000000000015,2.677176853894493,7.028436263492463,-37.311946967951265,7.342953626639651,0.20709980006376652,219.49537995585953,3.449999999999971
21.056000000000015,2.56349358241387,7.085280145944303,-37.15525782960069,7.263782484944957,0.19830554250099744,219.4953895381181,3.439999999999971
21.088000000000015,2.445589666300142,7.144234558867302,-37.001259665240546,7.1867675829190665,0.18918478627663082,219.49539903672084,3.4299999999999713
21.120000000000015,2.33083500838007,7.201614194842988,-36.84465798177841,7.107450137260524,0.18030764890071918,219.4954078521803,3.4199999999999715
